title,rating,votes,language,release_date,runtime,budget,revenue,type,number_of_seasons,number_of_episodes,genres,release_year
The Girl with the Dragon Tattoo,7.374,7182,en,2011-12-14,158.0,90000000.0,232617430.0,movie,,,Crime,2011
The Girl with the Dragon Tattoo,7.374,7182,en,2011-12-14,158.0,90000000.0,232617430.0,movie,,,Mystery,2011
Face/Off,7.044,5516,en,1997-06-27,139.0,80000000.0,245700000.0,movie,,,Action,1997
Face/Off,7.044,5516,en,1997-06-27,139.0,80000000.0,245700000.0,movie,,,Crime,1997
Face/Off,7.044,5516,en,1997-06-27,139.0,80000000.0,245700000.0,movie,,,Science Fiction,1997
MadS,6.8,139,fr,2024-10-25,89.0,0.0,0.0,movie,,,Horror,2024
MadS,6.8,139,fr,2024-10-25,89.0,0.0,0.0,movie,,,Thriller,2024
Scott Pilgrim vs. the World,7.489,8098,en,2010-08-12,113.0,85000000.0,51691156.0,movie,,,Action,2010
Scott Pilgrim vs. the World,7.489,8098,en,2010-08-12,113.0,85000000.0,51691156.0,movie,,,Comedy,2010
Scott Pilgrim vs. the World,7.489,8098,en,2010-08-12,113.0,85000000.0,51691156.0,movie,,,Romance,2010
Bolt,6.529,6211,en,2008-11-21,98.0,150000000.0,309979994.0,movie,,,Animation,2008
Bolt,6.529,6211,en,2008-11-21,98.0,150000000.0,309979994.0,movie,,,Family,2008
Bolt,6.529,6211,en,2008-11-21,98.0,150000000.0,309979994.0,movie,,,Adventure,2008
Bolt,6.529,6211,en,2008-11-21,98.0,150000000.0,309979994.0,movie,,,Comedy,2008
The Invisible Guest,8.097,4680,es,2017-01-06,107.0,4000000.0,30000000.0,movie,,,Drama,2017
The Invisible Guest,8.097,4680,es,2017-01-06,107.0,4000000.0,30000000.0,movie,,,Mystery,2017
The Invisible Guest,8.097,4680,es,2017-01-06,107.0,4000000.0,30000000.0,movie,,,Thriller,2017
Wrong Turn 5: Bloodlines,5.434,973,en,2012-10-18,91.0,3000000.0,0.0,movie,,,Horror,2012
Wrong Turn 5: Bloodlines,5.434,973,en,2012-10-18,91.0,3000000.0,0.0,movie,,,Thriller,2012
American Beauty,8.006,12396,en,1999-09-15,122.0,15000000.0,356296601.0,movie,,,Drama,1999
Promising Young Woman,7.418,3381,en,2020-12-13,113.0,10000000.0,20379604.0,movie,,,Thriller,2020
Promising Young Woman,7.418,3381,en,2020-12-13,113.0,10000000.0,20379604.0,movie,,,Crime,2020
Promising Young Woman,7.418,3381,en,2020-12-13,113.0,10000000.0,20379604.0,movie,,,Drama,2020
Hancock,6.347,9792,en,2008-07-01,92.0,150000000.0,629400000.0,movie,,,Fantasy,2008
Hancock,6.347,9792,en,2008-07-01,92.0,150000000.0,629400000.0,movie,,,Action,2008
Greenland,7.128,4704,en,2020-07-29,120.0,34000000.0,52300000.0,movie,,,Action,2020
Greenland,7.128,4704,en,2020-07-29,120.0,34000000.0,52300000.0,movie,,,Adventure,2020
Greenland,7.128,4704,en,2020-07-29,120.0,34000000.0,52300000.0,movie,,,Science Fiction,2020
Greenland,7.128,4704,en,2020-07-29,120.0,34000000.0,52300000.0,movie,,,Thriller,2020
Tetris,7.673,1470,en,2023-03-15,118.0,0.0,0.0,movie,,,Thriller,2023
Tetris,7.673,1470,en,2023-03-15,118.0,0.0,0.0,movie,,,History,2023
Tetris,7.673,1470,en,2023-03-15,118.0,0.0,0.0,movie,,,Drama,2023
The Exorcist: Believer,5.862,1131,en,2023-10-04,111.0,30000000.0,136284218.0,movie,,,Horror,2023
The Exorcist: Believer,5.862,1131,en,2023-10-04,111.0,30000000.0,136284218.0,movie,,,Thriller,2023
13 Hours: The Secret Soldiers of Benghazi,7.271,3709,en,2016-01-14,144.0,50000000.0,69411370.0,movie,,,War,2016
13 Hours: The Secret Soldiers of Benghazi,7.271,3709,en,2016-01-14,144.0,50000000.0,69411370.0,movie,,,Action,2016
13 Hours: The Secret Soldiers of Benghazi,7.271,3709,en,2016-01-14,144.0,50000000.0,69411370.0,movie,,,History,2016
13 Hours: The Secret Soldiers of Benghazi,7.271,3709,en,2016-01-14,144.0,50000000.0,69411370.0,movie,,,Drama,2016
13 Hours: The Secret Soldiers of Benghazi,7.271,3709,en,2016-01-14,144.0,50000000.0,69411370.0,movie,,,Thriller,2016
Jackie Brown,7.357,6548,en,1997-12-25,154.0,12000000.0,74727492.0,movie,,,Crime,1997
Jackie Brown,7.357,6548,en,1997-12-25,154.0,12000000.0,74727492.0,movie,,,Drama,1997
Jackie Brown,7.357,6548,en,1997-12-25,154.0,12000000.0,74727492.0,movie,,,Thriller,1997
The Hungry Wolf,8.5,2,en,1942-02-21,9.0,0.0,0.0,movie,,,Animation,1942
The Hungry Wolf,8.5,2,en,1942-02-21,9.0,0.0,0.0,movie,,,Family,1942
Chicken Little,5.897,3978,en,2005-11-04,81.0,150000000.0,314400000.0,movie,,,Animation,2005
Chicken Little,5.897,3978,en,2005-11-04,81.0,150000000.0,314400000.0,movie,,,Family,2005
Chicken Little,5.897,3978,en,2005-11-04,81.0,150000000.0,314400000.0,movie,,,Comedy,2005
Taken 2,6.361,6780,en,2012-09-27,91.0,45000000.0,376100000.0,movie,,,Action,2012
Taken 2,6.361,6780,en,2012-09-27,91.0,45000000.0,376100000.0,movie,,,Crime,2012
Taken 2,6.361,6780,en,2012-09-27,91.0,45000000.0,376100000.0,movie,,,Thriller,2012
Alice Through the Looking Glass,6.561,6524,en,2016-05-25,113.0,170000000.0,299457024.0,movie,,,Adventure,2016
Alice Through the Looking Glass,6.561,6524,en,2016-05-25,113.0,170000000.0,299457024.0,movie,,,Family,2016
Alice Through the Looking Glass,6.561,6524,en,2016-05-25,113.0,170000000.0,299457024.0,movie,,,Fantasy,2016
The Italian Job,6.776,5676,en,2003-05-30,110.0,60000000.0,176070171.0,movie,,,Action,2003
The Italian Job,6.776,5676,en,2003-05-30,110.0,60000000.0,176070171.0,movie,,,Crime,2003
Ghost Rider: Spirit of Vengeance,5.009,3871,en,2011-12-10,96.0,57000000.0,132563930.0,movie,,,Action,2011
Ghost Rider: Spirit of Vengeance,5.009,3871,en,2011-12-10,96.0,57000000.0,132563930.0,movie,,,Fantasy,2011
Ghost Rider: Spirit of Vengeance,5.009,3871,en,2011-12-10,96.0,57000000.0,132563930.0,movie,,,Thriller,2011
Emilia Pérez,6.603,1699,fr,2024-08-21,132.0,26000000.0,16302703.0,movie,,,Drama,2024
Emilia Pérez,6.603,1699,fr,2024-08-21,132.0,26000000.0,16302703.0,movie,,,Thriller,2024
Suicide Squad,5.919,21441,en,2016-08-03,122.0,175000000.0,749200054.0,movie,,,Action,2016
Suicide Squad,5.919,21441,en,2016-08-03,122.0,175000000.0,749200054.0,movie,,,Adventure,2016
Suicide Squad,5.919,21441,en,2016-08-03,122.0,175000000.0,749200054.0,movie,,,Fantasy,2016
Elevator Lady,7.5,4,tl,2025-03-14,73.0,99.0,0.0,movie,,,Romance,2025
Dinosaur,6.544,2597,en,2000-05-19,82.0,127500000.0,354248063.0,movie,,,Animation,2000
Dinosaur,6.544,2597,en,2000-05-19,82.0,127500000.0,354248063.0,movie,,,Family,2000
Dinosaur,6.544,2597,en,2000-05-19,82.0,127500000.0,354248063.0,movie,,,Adventure,2000
Hit Man,6.818,1330,en,2024-05-16,116.0,8800000.0,5101673.0,movie,,,Comedy,2024
Hit Man,6.818,1330,en,2024-05-16,116.0,8800000.0,5101673.0,movie,,,Romance,2024
Hit Man,6.818,1330,en,2024-05-16,116.0,8800000.0,5101673.0,movie,,,Crime,2024
Indiana Jones and the Kingdom of the Crystal Skull,6.012,8566,en,2008-05-21,122.0,185000000.0,786636033.0,movie,,,Adventure,2008
Indiana Jones and the Kingdom of the Crystal Skull,6.012,8566,en,2008-05-21,122.0,185000000.0,786636033.0,movie,,,Action,2008
Frogman,4.846,13,en,2024-09-26,81.0,0.0,0.0,movie,,,Horror,2024
Frogman,4.846,13,en,2024-09-26,81.0,0.0,0.0,movie,,,Fantasy,2024
[REC],7.2,4561,es,2007-11-23,78.0,1500000.0,32511655.0,movie,,,Horror,2007
[REC],7.2,4561,es,2007-11-23,78.0,1500000.0,32511655.0,movie,,,Mystery,2007
Brothers,7.3,3698,en,2009-12-02,105.0,26000000.0,43500000.0,movie,,,Drama,2009
Brothers,7.3,3698,en,2009-12-02,105.0,26000000.0,43500000.0,movie,,,Thriller,2009
Brothers,7.3,3698,en,2009-12-02,105.0,26000000.0,43500000.0,movie,,,War,2009
Ocean's Twelve,6.6,7448,en,2004-12-09,125.0,110000000.0,362744280.0,movie,,,Thriller,2004
Ocean's Twelve,6.6,7448,en,2004-12-09,125.0,110000000.0,362744280.0,movie,,,Crime,2004
The Gray Man,6.942,3852,en,2022-07-13,129.0,200000000.0,454023.0,movie,,,Action,2022
The Gray Man,6.942,3852,en,2022-07-13,129.0,200000000.0,454023.0,movie,,,Thriller,2022
When Evil Lurks,7.3,1164,es,2023-10-05,100.0,0.0,1743976.0,movie,,,Horror,2023
When Evil Lurks,7.3,1164,es,2023-10-05,100.0,0.0,1743976.0,movie,,,Thriller,2023
The Wailing,7.371,1833,ko,2016-05-12,156.0,10951000.0,49851770.0,movie,,,Horror,2016
The Wailing,7.371,1833,ko,2016-05-12,156.0,10951000.0,49851770.0,movie,,,Mystery,2016
Ace,5.5,2,ta,2025-05-23,154.0,0.0,0.0,movie,,,Crime,2025
Ace,5.5,2,ta,2025-05-23,154.0,0.0,0.0,movie,,,Comedy,2025
Ace,5.5,2,ta,2025-05-23,154.0,0.0,0.0,movie,,,Action,2025
The Girl with the Dragon Tattoo,7.374,7184,en,2011-12-14,158.0,90000000.0,232617430.0,movie,,,Thriller,2011
The Girl with the Dragon Tattoo,7.374,7184,en,2011-12-14,158.0,90000000.0,232617430.0,movie,,,Crime,2011
The Girl with the Dragon Tattoo,7.374,7184,en,2011-12-14,158.0,90000000.0,232617430.0,movie,,,Mystery,2011
Caddo Lake,7.3,283,en,2024-11-28,103.0,0.0,0.0,movie,,,Thriller,2024
Caddo Lake,7.3,283,en,2024-11-28,103.0,0.0,0.0,movie,,,Drama,2024
Caddo Lake,7.3,283,en,2024-11-28,103.0,0.0,0.0,movie,,,Mystery,2024
Caddo Lake,7.3,283,en,2024-11-28,103.0,0.0,0.0,movie,,,Science Fiction,2024
The Three Musketeers: D'Artagnan,6.962,1278,fr,2023-04-05,121.0,27500000.0,31843086.0,movie,,,Adventure,2023
The Three Musketeers: D'Artagnan,6.962,1278,fr,2023-04-05,121.0,27500000.0,31843086.0,movie,,,Action,2023
The Three Musketeers: D'Artagnan,6.962,1278,fr,2023-04-05,121.0,27500000.0,31843086.0,movie,,,Drama,2023
The Three Musketeers: D'Artagnan,6.962,1278,fr,2023-04-05,121.0,27500000.0,31843086.0,movie,,,History,2023
"Crouching Tiger, Hidden Dragon",7.437,3307,zh,2000-07-06,120.0,17000000.0,213978518.0,movie,,,Adventure,2000
"Crouching Tiger, Hidden Dragon",7.437,3307,zh,2000-07-06,120.0,17000000.0,213978518.0,movie,,,Drama,2000
"Crouching Tiger, Hidden Dragon",7.437,3307,zh,2000-07-06,120.0,17000000.0,213978518.0,movie,,,Action,2000
"Crouching Tiger, Hidden Dragon",7.437,3307,zh,2000-07-06,120.0,17000000.0,213978518.0,movie,,,Romance,2000
Sinister,6.867,5682,en,2012-03-29,110.0,3000000.0,82515113.0,movie,,,Horror,2012
Sinister,6.867,5682,en,2012-03-29,110.0,3000000.0,82515113.0,movie,,,Thriller,2012
Sinister,6.867,5682,en,2012-03-29,110.0,3000000.0,82515113.0,movie,,,Mystery,2012
Terminator 3: Rise of the Machines,6.173,6842,en,2003-07-02,109.0,200000000.0,435000000.0,movie,,,Action,2003
Terminator 3: Rise of the Machines,6.173,6842,en,2003-07-02,109.0,200000000.0,435000000.0,movie,,,Thriller,2003
Terminator 3: Rise of the Machines,6.173,6842,en,2003-07-02,109.0,200000000.0,435000000.0,movie,,,Science Fiction,2003
365 Days,7.017,9201,pl,2020-02-07,116.0,0.0,9458590.0,movie,,,Romance,2020
365 Days,7.017,9201,pl,2020-02-07,116.0,0.0,9458590.0,movie,,,Drama,2020
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Thriller,2002
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Drama,2002
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Romance,2002
"Love, Rosie",7.8,6314,en,2014-10-16,102.0,0.0,4439431.0,movie,,,Romance,2014
"Love, Rosie",7.8,6314,en,2014-10-16,102.0,0.0,4439431.0,movie,,,Drama,2014
"Love, Rosie",7.8,6314,en,2014-10-16,102.0,0.0,4439431.0,movie,,,Comedy,2014
Rambo: First Blood Part II,6.651,4052,en,1985-05-21,96.0,44000000.0,300400432.0,movie,,,Action,1985
Rambo: First Blood Part II,6.651,4052,en,1985-05-21,96.0,44000000.0,300400432.0,movie,,,Adventure,1985
Rambo: First Blood Part II,6.651,4052,en,1985-05-21,96.0,44000000.0,300400432.0,movie,,,Thriller,1985
Rambo: First Blood Part II,6.651,4052,en,1985-05-21,96.0,44000000.0,300400432.0,movie,,,War,1985
Dumbo,6.601,4385,en,2019-03-27,112.0,170000000.0,353284621.0,movie,,,Family,2019
Dumbo,6.601,4385,en,2019-03-27,112.0,170000000.0,353284621.0,movie,,,Fantasy,2019
Dumbo,6.601,4385,en,2019-03-27,112.0,170000000.0,353284621.0,movie,,,Adventure,2019
Paddington,7.1,3914,en,2014-11-24,95.0,55000000.0,326088587.0,movie,,,Comedy,2014
Paddington,7.1,3914,en,2014-11-24,95.0,55000000.0,326088587.0,movie,,,Adventure,2014
Paddington,7.1,3914,en,2014-11-24,95.0,55000000.0,326088587.0,movie,,,Family,2014
Men in Black 3,6.531,10513,en,2012-05-23,106.0,225000000.0,654213485.0,movie,,,Action,2012
Men in Black 3,6.531,10513,en,2012-05-23,106.0,225000000.0,654213485.0,movie,,,Comedy,2012
Men in Black 3,6.531,10513,en,2012-05-23,106.0,225000000.0,654213485.0,movie,,,Science Fiction,2012
The Perks of Being a Wallflower,7.795,10696,en,2012-09-20,103.0,13000000.0,33384127.0,movie,,,Drama,2012
There Will Be Blood,8.071,6857,en,2007-12-26,158.0,25000000.0,77208711.0,movie,,,Drama,2007
Alice in Wonderland,7.186,5997,en,1951-07-28,75.0,3000000.0,57200000.0,movie,,,Animation,1951
Alice in Wonderland,7.186,5997,en,1951-07-28,75.0,3000000.0,57200000.0,movie,,,Family,1951
Alice in Wonderland,7.186,5997,en,1951-07-28,75.0,3000000.0,57200000.0,movie,,,Fantasy,1951
Alice in Wonderland,7.186,5997,en,1951-07-28,75.0,3000000.0,57200000.0,movie,,,Adventure,1951
Project Wolf Hunting,6.387,389,ko,2022-09-21,122.0,9000000.0,20541.0,movie,,,Action,2022
Project Wolf Hunting,6.387,389,ko,2022-09-21,122.0,9000000.0,20541.0,movie,,,Thriller,2022
Project Wolf Hunting,6.387,389,ko,2022-09-21,122.0,9000000.0,20541.0,movie,,,Horror,2022
Project Wolf Hunting,6.387,389,ko,2022-09-21,122.0,9000000.0,20541.0,movie,,,Crime,2022
TINA,7.7,73,en,2021-08-20,118.0,0.0,0.0,movie,,,Documentary,2021
TINA,7.7,73,en,2021-08-20,118.0,0.0,0.0,movie,,,Music,2021
TINA,7.7,73,en,2021-08-20,118.0,0.0,0.0,movie,,,TV Movie,2021
That's My Boy,5.832,2020,en,2012-06-14,116.0,70000000.0,58100000.0,movie,,,Comedy,2012
That's My Boy,5.832,2020,en,2012-06-14,116.0,70000000.0,58100000.0,movie,,,Drama,2012
Friday the 13th,6.416,3080,en,1980-05-09,95.0,550000.0,59754601.0,movie,,,Horror,1980
Portrait of a Lady on Fire,8.114,2703,fr,2019-09-18,121.0,5740000.0,9923127.0,movie,,,Drama,2019
Portrait of a Lady on Fire,8.114,2703,fr,2019-09-18,121.0,5740000.0,9923127.0,movie,,,Romance,2019
Portrait of a Lady on Fire,8.114,2703,fr,2019-09-18,121.0,5740000.0,9923127.0,movie,,,History,2019
Blue Lagoon: The Awakening,6.439,1445,en,2012-06-16,85.0,0.0,0.0,movie,,,Drama,2012
Blue Lagoon: The Awakening,6.439,1445,en,2012-06-16,85.0,0.0,0.0,movie,,,Adventure,2012
Blue Lagoon: The Awakening,6.439,1445,en,2012-06-16,85.0,0.0,0.0,movie,,,Romance,2012
Blue Lagoon: The Awakening,6.439,1445,en,2012-06-16,85.0,0.0,0.0,movie,,,TV Movie,2012
Monkey Man,6.901,1155,en,2024-04-03,121.0,10000000.0,35271631.0,movie,,,Action,2024
Monkey Man,6.901,1155,en,2024-04-03,121.0,10000000.0,35271631.0,movie,,,Thriller,2024
Detective Conan: Black Iron Submarine,7.0,119,ja,2023-04-14,110.0,0.0,106771806.0,movie,,,Animation,2023
Detective Conan: Black Iron Submarine,7.0,119,ja,2023-04-14,110.0,0.0,106771806.0,movie,,,Action,2023
Detective Conan: Black Iron Submarine,7.0,119,ja,2023-04-14,110.0,0.0,106771806.0,movie,,,Crime,2023
Detective Conan: Black Iron Submarine,7.0,119,ja,2023-04-14,110.0,0.0,106771806.0,movie,,,Mystery,2023
Sniper: The White Raven,7.626,819,uk,2022-05-03,120.0,1000000.0,881.0,movie,,,War,2022
Sniper: The White Raven,7.626,819,uk,2022-05-03,120.0,1000000.0,881.0,movie,,,Action,2022
Sniper: The White Raven,7.626,819,uk,2022-05-03,120.0,1000000.0,881.0,movie,,,Drama,2022
The Wailing,7.371,1833,ko,2016-05-12,156.0,10951000.0,49851770.0,movie,,,Horror,2016
The Wailing,7.371,1833,ko,2016-05-12,156.0,10951000.0,49851770.0,movie,,,Mystery,2016
Batman Forever,5.439,5304,en,1995-06-16,121.0,100000000.0,336529144.0,movie,,,Action,1995
Batman Forever,5.439,5304,en,1995-06-16,121.0,100000000.0,336529144.0,movie,,,Crime,1995
Batman Forever,5.439,5304,en,1995-06-16,121.0,100000000.0,336529144.0,movie,,,Fantasy,1995
Before Sunrise,7.966,4310,en,1995-01-27,101.0,2500000.0,5987386.0,movie,,,Drama,1995
Before Sunrise,7.966,4310,en,1995-01-27,101.0,2500000.0,5987386.0,movie,,,Romance,1995
The Seed of the Sacred Fig,7.668,306,fr,2024-09-18,167.0,3000000.0,6501810.0,movie,,,Drama,2024
The Seed of the Sacred Fig,7.668,306,fr,2024-09-18,167.0,3000000.0,6501810.0,movie,,,Thriller,2024
The Seed of the Sacred Fig,7.668,306,fr,2024-09-18,167.0,3000000.0,6501810.0,movie,,,Crime,2024
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Thriller,2002
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Drama,2002
Unfaithful,6.669,1592,en,2002-05-10,124.0,50000000.0,119137784.0,movie,,,Romance,2002
Porco Rosso,7.799,3440,ja,1992-07-18,93.0,9200000.0,44600000.0,movie,,,Family,1992
Porco Rosso,7.799,3440,ja,1992-07-18,93.0,9200000.0,44600000.0,movie,,,Comedy,1992
Porco Rosso,7.799,3440,ja,1992-07-18,93.0,9200000.0,44600000.0,movie,,,Animation,1992
Porco Rosso,7.799,3440,ja,1992-07-18,93.0,9200000.0,44600000.0,movie,,,Adventure,1992
Ben-Hur,7.887,2899,en,1959-11-18,222.0,15000000.0,164000000.0,movie,,,History,1959
Ben-Hur,7.887,2899,en,1959-11-18,222.0,15000000.0,164000000.0,movie,,,Drama,1959
Ben-Hur,7.887,2899,en,1959-11-18,222.0,15000000.0,164000000.0,movie,,,Adventure,1959
Ben-Hur,7.887,2899,en,1959-11-18,222.0,15000000.0,164000000.0,movie,,,Action,1959
[REC],7.22,4561,es,2007-11-23,78.0,1500000.0,32511655.0,movie,,,Horror,2007
[REC],7.22,4561,es,2007-11-23,78.0,1500000.0,32511655.0,movie,,,Mystery,2007
Spectre,6.558,10738,en,2015-10-26,148.0,245000000.0,880707597.0,movie,,,Action,2015
Spectre,6.558,10738,en,2015-10-26,148.0,245000000.0,880707597.0,movie,,,Adventure,2015
Spectre,6.558,10738,en,2015-10-26,148.0,245000000.0,880707597.0,movie,,,Thriller,2015
The Angry Birds Movie 2,7.068,1766,en,2019-08-02,96.0,65000000.0,137792047.0,movie,,,Family,2019
The Angry Birds Movie 2,7.068,1766,en,2019-08-02,96.0,65000000.0,137792047.0,movie,,,Comedy,2019
The Angry Birds Movie 2,7.068,1766,en,2019-08-02,96.0,65000000.0,137792047.0,movie,,,Adventure,2019
The Angry Birds Movie 2,7.068,1766,en,2019-08-02,96.0,65000000.0,137792047.0,movie,,,Animation,2019
The Longest Yard,6.666,3488,en,2005-05-27,113.0,90000000.0,191466556.0,movie,,,Drama,2005
The Longest Yard,6.666,3488,en,2005-05-27,113.0,90000000.0,191466556.0,movie,,,Comedy,2005
The Longest Yard,6.666,3488,en,2005-05-27,113.0,90000000.0,191466556.0,movie,,,Crime,2005
The Last Voyage of the Demeter,6.775,1744,en,2023-08-09,119.0,45000000.0,21600000.0,movie,,,Horror,2023
The Last Voyage of the Demeter,6.775,1744,en,2023-08-09,119.0,45000000.0,21600000.0,movie,,,Fantasy,2023
Airplane!,7.302,4670,en,1980-07-02,88.0,3500000.0,83453539.0,movie,,,Comedy,1980
My Cousin the Sexologist 2,7.0,99,es,2024-05-15,106.0,0.0,0.0,movie,,,Comedy,2024
My Cousin the Sexologist 2,7.0,99,es,2024-05-15,106.0,0.0,0.0,movie,,,Drama,2024
172 Days,5.7,31,id,2023-11-23,103.0,0.0,0.0,movie,,,Drama,2023
172 Days,5.7,31,id,2023-11-23,103.0,0.0,0.0,movie,,,Romance,2023
Tinker Bell and the Legend of the NeverBeast,7.347,1134,en,2014-12-12,77.0,0.0,0.0,movie,,,Adventure,2014
Tinker Bell and the Legend of the NeverBeast,7.347,1134,en,2014-12-12,77.0,0.0,0.0,movie,,,Animation,2014
Tinker Bell and the Legend of the NeverBeast,7.347,1134,en,2014-12-12,77.0,0.0,0.0,movie,,,Family,2014
Cry of Silence,5.647,17,en,2024-05-01,0.0,0.0,0.0,movie,,,Thriller,2024
Cry of Silence,5.647,17,en,2024-05-01,0.0,0.0,0.0,movie,,,Drama,2024
Cry of Silence,5.647,17,en,2024-05-01,0.0,0.0,0.0,movie,,,Action,2024
Young Mom 2,3.667,3,ko,2019-03-22,91.0,0.0,0.0,movie,,,Romance,2019
300: Rise of an Empire,6.114,6651,en,2014-03-05,102.0,110000000.0,337580051.0,movie,,,Action,2014
300: Rise of an Empire,6.114,6651,en,2014-03-05,102.0,110000000.0,337580051.0,movie,,,Drama,2014
300: Rise of an Empire,6.114,6651,en,2014-03-05,102.0,110000000.0,337580051.0,movie,,,War,2014
One of Them Days,6.72,175,en,2025-01-16,97.0,14000000.0,51648144.0,movie,,,Comedy,2025
Female Teacher in Rope Hell,4.5,13,ja,1981-08-27,70.0,0.0,0.0,movie,,,Drama,1981
Female Teacher in Rope Hell,4.5,13,ja,1981-08-27,70.0,0.0,0.0,movie,,,Horror,1981
Arena Wars,5.2,53,en,2024-06-25,96.0,0.0,0.0,movie,,,Action,2024
Arena Wars,5.2,53,en,2024-06-25,96.0,0.0,0.0,movie,,,Science Fiction,2024
Arena Wars,5.2,53,en,2024-06-25,96.0,0.0,0.0,movie,,,Thriller,2024
Arena Wars,5.2,53,en,2024-06-25,96.0,0.0,0.0,movie,,,Comedy,2024
Arena Wars,5.2,53,en,2024-06-25,96.0,0.0,0.0,movie,,,Horror,2024
Dumb and Dumber,6.635,6307,en,1994-12-16,107.0,16000000.0,247275374.0,movie,,,Comedy,1994
The Fox and the Hound,7.137,3312,en,1981-07-10,82.0,12000000.0,29800000.0,movie,,,Adventure,1981
The Fox and the Hound,7.137,3312,en,1981-07-10,82.0,12000000.0,29800000.0,movie,,,Animation,1981
The Fox and the Hound,7.137,3312,en,1981-07-10,82.0,12000000.0,29800000.0,movie,,,Drama,1981
The Fox and the Hound,7.137,3312,en,1981-07-10,82.0,12000000.0,29800000.0,movie,,,Family,1981
Monster House,6.692,4084,en,2006-06-30,91.0,75000000.0,140175006.0,movie,,,Animation,2006
Monster House,6.692,4084,en,2006-06-30,91.0,75000000.0,140175006.0,movie,,,Comedy,2006
Monster House,6.692,4084,en,2006-06-30,91.0,75000000.0,140175006.0,movie,,,Family,2006
Monster House,6.692,4084,en,2006-06-30,91.0,75000000.0,140175006.0,movie,,,Fantasy,2006
GoldenEye,6.9,4028,en,1995-11-16,130.0,60000000.0,352194034.0,movie,,,Adventure,1995
GoldenEye,6.9,4028,en,1995-11-16,130.0,60000000.0,352194034.0,movie,,,Action,1995
GoldenEye,6.9,4028,en,1995-11-16,130.0,60000000.0,352194034.0,movie,,,Thriller,1995
Angel Has Fallen,6.593,3622,en,2019-08-21,122.0,40000000.0,146661977.0,movie,,,Action,2019
Angel Has Fallen,6.593,3622,en,2019-08-21,122.0,40000000.0,146661977.0,movie,,,Thriller,2019
The Marksman,6.8,1650,en,2021-01-15,108.0,23000000.0,23076711.0,movie,,,Action,2021
The Marksman,6.8,1650,en,2021-01-15,108.0,23000000.0,23076711.0,movie,,,Drama,2021
The Marksman,6.8,1650,en,2021-01-15,108.0,23000000.0,23076711.0,movie,,,Thriller,2021
Die Hard: With a Vengeance,7.27,6288,en,1995-05-19,128.0,90000000.0,366101666.0,movie,,,Action,1995
Die Hard: With a Vengeance,7.27,6288,en,1995-05-19,128.0,90000000.0,366101666.0,movie,,,Thriller,1995
Bonjour Tristesse,6.4,9,en,2025-03-13,111.0,0.0,0.0,movie,,,Romance,2025
Bonjour Tristesse,6.4,9,en,2025-03-13,111.0,0.0,0.0,movie,,,Drama,2025
Déjame Estar Contigo,7.888,49,es,2025-01-12,80.0,0.0,0.0,movie,,,Romance,2025
Déjame Estar Contigo,7.888,49,es,2025-01-12,80.0,0.0,0.0,movie,,,Comedy,2025
Déjame Estar Contigo,7.888,49,es,2025-01-12,80.0,0.0,0.0,movie,,,Drama,2025
Rain Man,7.755,6596,en,1988-12-12,134.0,25000000.0,354825435.0,movie,,,Drama,1988
Mars Attacks!,6.415,5580,en,1996-12-13,106.0,70000000.0,101371017.0,movie,,,Comedy,1996
Mars Attacks!,6.415,5580,en,1996-12-13,106.0,70000000.0,101371017.0,movie,,,Fantasy,1996
Mars Attacks!,6.415,5580,en,1996-12-13,106.0,70000000.0,101371017.0,movie,,,Science Fiction,1996
The Woman King,7.666,2173,en,2022-09-16,135.0,50000000.0,97300000.0,movie,,,Action,2022
The Woman King,7.666,2173,en,2022-09-16,135.0,50000000.0,97300000.0,movie,,,Drama,2022
The Woman King,7.666,2173,en,2022-09-16,135.0,50000000.0,97300000.0,movie,,,History,2022
The Party's Over,6.0,3,es,2025-01-31,103.0,0.0,0.0,movie,,,Comedy,2025
Squad 36,6.449,146,fr,2025-02-27,124.0,0.0,0.0,movie,,,Action,2025
Squad 36,6.449,146,fr,2025-02-27,124.0,0.0,0.0,movie,,,Crime,2025
Squad 36,6.449,146,fr,2025-02-27,124.0,0.0,0.0,movie,,,Drama,2025
Squad 36,6.449,146,fr,2025-02-27,124.0,0.0,0.0,movie,,,Thriller,2025
Les Misérables,7.3,5370,en,2012-12-18,158.0,61000000.0,442636309.0,movie,,,History,2012
Les Misérables,7.3,5370,en,2012-12-18,158.0,61000000.0,442636309.0,movie,,,Drama,2012
Knowing,6.221,5461,en,2009-03-19,121.0,50000000.0,155446362.0,movie,,,Action,2009
Knowing,6.221,5461,en,2009-03-19,121.0,50000000.0,155446362.0,movie,,,Mystery,2009
Knowing,6.221,5461,en,2009-03-19,121.0,50000000.0,155446362.0,movie,,,Science Fiction,2009
Knowing,6.221,5461,en,2009-03-19,121.0,50000000.0,155446362.0,movie,,,Thriller,2009
